Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCJ05,OUT018,2100.65332
FDF59,OUT046,1956.943848
NCO05,OUT035,1722.6427
FDW24,OUT018,670.6380005
NCX42,OUT018,2407.518555
NCA53,OUT035,797.9987793
FDI45,OUT019,450.8235779
FDG46,OUT046,1903.416382
FDM20,OUT010,966.2120361
FDW11,OUT010,222.2136078
FDX08,OUT035,3083.04248
NCK17,OUT035,688.9543457
FDK32,OUT018,2103.565674
NCA42,OUT035,2675.76001
DRI01,OUT035,2975.767334
NCL55,OUT049,3947.242432
DRE25,OUT018,1274.620117
FDD14,OUT017,3036.269043
FDB10,OUT046,3727.970215
DRN11,OUT035,2460.413818
FDP38,OUT018,654.7975464
NCA30,OUT017,2993.714844
FDT15,OUT017,3114.27417
NCP55,OUT018,752.5223999
FDF12,OUT035,2449.529785
FDM21,OUT018,3477.335938
FDX56,OUT035,3766.384033
FDF10,OUT017,2569.477539
FDT32,OUT045,2920.48999
FDM51,OUT018,1358.639893
NCR50,OUT018,2193.854492
FDI19,OUT049,3879.313232
FDX21,OUT017,1707.979736
FDR31,OUT035,2549.473389
FDY02,OUT013,4250.409668
NCA29,OUT045,2830.528076
NCX17,OUT046,3053.886475
FDM12,OUT045,2913.283203
FDI53,OUT027,4085.717773
NCU30,OUT049,2779.947021
FDC56,OUT027,3158.763428
FDK27,OUT018,1629.706543
NCK18,OUT017,2814.634521
FDB52,OUT019,710.9811401
DRG25,OUT027,5124.004395
FDZ13,OUT049,864.5564575
FDB57,OUT019,726.696228
FDR40,OUT046,1418.58606
NCO14,OUT019,80.66885376
NCN19,OUT045,2829.51416
FDQ28,OUT019,451.6884155
FDO13,OUT018,2294.308594
FDK48,OUT013,1260.476563
FDU07,OUT018,2109.971436
FDW20,OUT046,1997.963745
FDV12,OUT010,396.592865
FDH24,OUT013,2550.097656
FDV59,OUT049,3688.072998
FDK57,OUT045,1856.810303
FDL16,OUT027,1234.373901
NCQ17,OUT046,2386.738037
FDJ15,OUT018,2710.062744
FDX24,OUT049,1505.430176
FDT47,OUT046,1824.523804
FDT10,OUT049,941.3687134
FDZ37,OUT018,1183.044556
FDW43,OUT027,6167.349609
DRN36,OUT017,1562.561035
FDJ14,OUT045,1306.584839
FDA32,OUT013,3566.718018
FDJ38,OUT019,601.5244141
FDQ57,OUT017,2426.247314
NCQ41,OUT019,544.8466187
FDG56,OUT049,981.1577148
DRC13,OUT027,3038.329834
FDV55,OUT035,2458.326416
FDQ49,OUT045,2450.691162
FDE29,OUT010,135.8924408
FDR03,OUT013,3524.44458
FDD45,OUT049,1516.389404
FDN38,OUT010,875.9405518
FDT56,OUT046,871.6431885
FDT48,OUT045,3036.406494
FDU03,OUT049,3014.661377
FDC56,OUT010,304.0537109
NCO43,OUT027,2439.102295
FDQ27,OUT017,1918.638184
FDR03,OUT046,3348.032227
DRH23,OUT010,166.5894623
FDG22,OUT045,655.3808594
NCJ42,OUT013,1535.040161
FDR24,OUT046,1381.765869
FDW60,OUT035,2864.399902
FDJ08,OUT013,2980.943604
DRL59,OUT018,677.2810059
FDG60,OUT010,752.6242065
FDW27,OUT017,2351.586426
FDX14,OUT018,1095.581299
FDC20,OUT013,779.4899292
NCS29,OUT018,3365.078125
FDJ56,OUT046,1596.766968
FDB20,OUT019,275.7739868
FDL28,OUT027,5824.423828
FDW01,OUT018,2101.78833
FDL03,OUT046,2903.435791
FDX22,OUT049,3849.337402
FDJ21,OUT035,2657.575439
FDR31,OUT045,2376.031494
FDG21,OUT035,2663.093262
FDS22,OUT027,1117.69104
FDK08,OUT035,1611.777832
FDE17,OUT018,2055.370361
NCN30,OUT017,1588.244263
FDT50,OUT046,1553.009521
NCX42,OUT049,2664.184082
FDJ12,OUT035,3779.929932
NCA18,OUT027,2926.299072
FDP23,OUT019,616.2030029
FDX12,OUT013,3935.664795
FDN40,OUT018,2064.103027
FDV48,OUT035,1414.050415
NCY54,OUT013,2699.917725
FDL16,OUT010,104.7966385
FDR45,OUT018,3163.227539
FDJ52,OUT046,2534.429443
DRG01,OUT017,1281.043335
FDP52,OUT013,3889.003906
FDU58,OUT017,3021.62915
FDL02,OUT045,1516.191406
FDG28,OUT013,4003.079834
FDA19,OUT035,1975.309326
FDW46,OUT027,1920.307251
NCD43,OUT049,1693.386963
DRG39,OUT013,762.3760376
NCF55,OUT049,707.7313843
FDJ07,OUT046,1887.199951
FDE08,OUT046,2337.363037
FDP56,OUT019,108.7924194
FDT45,OUT045,724.4553223
FDF17,OUT018,2709.296631
FDX44,OUT046,1389.055664
FDM28,OUT027,5096.286133
FDI36,OUT049,3149.136963
FDS07,OUT045,1820.050781
FDD36,OUT045,1903.305054
FDW11,OUT046,995.2680664
FDN40,OUT049,2315.062012
NCQ18,OUT049,1581.470825
NCQ54,OUT017,2813.867188
NCS42,OUT045,1415.194824
DRH39,OUT010,332.1859131
FDC09,OUT027,2541.675781
FDT08,OUT010,595.3986206
FDC08,OUT035,3751.249756
FDT20,OUT017,642.1442261
FDS35,OUT035,1058.289551
FDX58,OUT018,2755.302734
FDW58,OUT046,1601.469971
DRD27,OUT046,1482.601074
FDH32,OUT019,312.4761658
FDS26,OUT035,4134.072266
FDQ31,OUT046,1469.833252
FDP11,OUT018,3147.543457
FDD58,OUT017,1663.45105
FDM33,OUT045,3389.594238
FDZ16,OUT049,3116.382568
NCS29,OUT010,951.6090698
NCM18,OUT019,246.7907867
FDP11,OUT049,3703.315186
NCC42,OUT017,2411.824219
DRM23,OUT046,2671.828613
NCN55,OUT027,5536.485352
FDK46,OUT013,4126.631836
FDR01,OUT046,3208.199219
NCA05,OUT045,2261.246582
NCP43,OUT017,2886.980469
FDR12,OUT010,498.0047302
FDQ01,OUT013,3617.591553
FDM13,OUT046,1923.875244
FDQ19,OUT017,3905.802979
FDK56,OUT019,436.0592041
NCX06,OUT010,694.6389771
FDO56,OUT027,3096.174316
FDU45,OUT045,1825.571289
FDI16,OUT019,172.9832764
FDL32,OUT046,1902.214844
FDA07,OUT046,1976.595459
FDA14,OUT045,2459.060547
FDV46,OUT027,3678.460205
NCO07,OUT035,3402.764893
NCP41,OUT046,1670.007446
FDY60,OUT018,2112.099854
FDN38,OUT017,3879.681152
FDO15,OUT046,1156.67041
FDT60,OUT013,1885.089966
FDA55,OUT035,3974.158936
FDE02,OUT010,211.8480682
DRJ39,OUT049,3593.321045
FDV34,OUT035,1280.041382
FDS20,OUT027,5101.241211
FDF02,OUT027,2596.009033
FDW40,OUT017,2407.026123
NCB43,OUT046,2900.746826
FDR58,OUT017,1526.218262
DRJ59,OUT035,693.0749512
NCD30,OUT017,1543.416016
FDE14,OUT017,1626.331055
FDC28,OUT018,1455.817261
FDU16,OUT018,1058.400757
NCD19,OUT035,926.7384644
FDU21,OUT046,629.2050781
FDV59,OUT027,5541.050293
FDU03,OUT045,2981.645996
FDC33,OUT010,691.9069824
NCR42,OUT035,672.5241699
DRH59,OUT035,1228.394531
NCM31,OUT035,2339.97998
FDS50,OUT035,4005.743896
FDP39,OUT046,855.6057129
FDQ55,OUT013,1880.38147
FDV36,OUT019,434.1703491
FDI05,OUT027,2419.057373
FDS45,OUT027,2273.042236
FDA39,OUT045,634.2651367
FDC37,OUT010,352.3327026
FDJ60,OUT027,3793.551514
DRQ35,OUT046,1953.179077
NCJ06,OUT046,1923.088257
NCY42,OUT018,2170.64209
DRM37,OUT049,3219.073486
FDR14,OUT045,726.0457764
FDE51,OUT049,796.8179932
FDT33,OUT017,2712.513672
FDR08,OUT013,1736.697021
FDE36,OUT010,600.576416
FDL22,OUT019,285.5748901
FDR44,OUT013,1863.579346
FDI56,OUT019,273.4703369
FDE47,OUT010,480.8024292
FDV27,OUT010,289.4503479
FDV10,OUT049,781.7387695
FDC40,OUT045,1238.089478
NCX41,OUT013,3489.367676
NCQ38,OUT027,2387.425537
FDV12,OUT027,2558.790283
FDE52,OUT017,1437.588501
FDG20,OUT027,4760.988281
FDV16,OUT027,1112.871948
FDI32,OUT017,1853.866699
FDJ32,OUT049,945.0739746
FDN39,OUT018,2335.915283
FDY34,OUT017,2845.222168
FDC14,OUT035,709.9232178
FDA55,OUT017,4091.547607
FDZ50,OUT010,708.9649048
DRG13,OUT049,2657.579346
FDP01,OUT013,2207.010742
NCG54,OUT017,2886.016113
FDM13,OUT045,1796.865967
NCO18,OUT027,4888.996582
NCW41,OUT013,2499.533691
FDM52,OUT027,3901.560547
NCF55,OUT035,701.0361938
FDT09,OUT046,2066.247803
NCM19,OUT035,1894.166748
FDW12,OUT018,2085.797607
FDP15,OUT019,652.2798462
FDK36,OUT045,798.8165283
FDZ25,OUT035,3027.776123
NCW06,OUT049,3203.811035
FDW60,OUT046,2861.977783
DRC49,OUT013,2363.296143
NCT17,OUT035,3096.747803
NCN06,OUT018,2340.759277
FDC45,OUT013,2781.346191
DRJ47,OUT019,538.3008423
NCF06,OUT045,3544.992676
FDE21,OUT010,473.6923828
DRG27,OUT013,683.9456787
FDW40,OUT049,2433.53833
NCO53,OUT046,2888.798096
FDE23,OUT049,735.1046143
FDQ16,OUT046,1676.599731
FDS26,OUT045,3802.459717
FDZ13,OUT010,81.22540283
FDS14,OUT049,2474.75415
FDC10,OUT045,1793.122192
FDY16,OUT049,3093.407959
FDJ20,OUT035,1878.9646
FDV43,OUT035,710.0198975
FDZ32,OUT027,2635.506348
FDR23,OUT046,2720.447266
FDN24,OUT035,827.526001
FDE34,OUT027,5170.995117
FDU31,OUT013,3544.81958
FDW33,OUT018,1440.83667
FDU26,OUT046,1860.737427
FDE20,OUT027,4238.25
NCW05,OUT035,1615.798462
FDB22,OUT018,2154.657715
FDO56,OUT046,1882.367554
FDA19,OUT027,3282.206299
DRI39,OUT045,910.1835327
FDH52,OUT018,809.0387573
FDZ50,OUT035,3248.231689
NCN42,OUT035,2530.73584
FDB53,OUT013,2534.291748
DRG11,OUT017,1704.064087
DRK11,OUT027,3666.923096
FDQ60,OUT017,1939.801025
FDT36,OUT017,636.2506104
DRG25,OUT018,2648.138916
DRJ23,OUT046,2890.546143
FDG05,OUT035,2600.436035
NCK06,OUT018,1824.693481
FDU52,OUT017,2386.253174
FDW07,OUT018,1151.323242
NCM17,OUT045,754.4452515
FDA22,OUT045,2658.819824
NCA41,OUT018,2740.224121
FDF38,OUT035,694.765564
FDH52,OUT046,991.6723633
FDY58,OUT019,605.4303589
FDZ16,OUT045,2938.327148
NCM18,OUT017,997.9490356
FDA22,OUT018,2438.425537
NCJ43,OUT035,2786.885254
FDI34,OUT027,6102.630371
FDG56,OUT046,1040.995972
FDS34,OUT046,1823.768433
DRC01,OUT035,933.0389404
FDQ04,OUT035,724.8671265
FDK04,OUT035,969.8265991
FDT51,OUT049,1808.324829
FDV26,OUT017,3114.779541
FDS04,OUT049,2341.222656
FDW43,OUT018,3318.069092
FDQ28,OUT010,597.7967529
NCK06,OUT017,2071.098389
FDS23,OUT018,1798.724731
FDZ36,OUT019,615.3808594
FDE56,OUT018,792.3745117
FDW10,OUT027,3561.508545
NCN14,OUT045,2849.13623
NCQ18,OUT045,1514.859619
FDW08,OUT017,1747.198608
FDU43,OUT035,3949.936035
FDR33,OUT010,352.7682495
FDM24,OUT010,544.4378052
NCZ05,OUT046,1671.412354
NCV41,OUT035,1930.375977
FDV11,OUT018,2578.894531
NCY05,OUT035,688.6143188
FDV44,OUT018,2780.970215
FDW32,OUT049,1260.228516
NCU18,OUT027,3843.996094
NCC43,OUT035,3873.405762
FDW19,OUT013,1796.074951
FDN31,OUT035,3116.244141
FDI48,OUT045,731.927063
FDS24,OUT017,1328.029663
FDF46,OUT049,1892.812988
DRG23,OUT017,2345.580811
FDG14,OUT018,2130.113281
NCY30,OUT049,2967.647461
FDO28,OUT018,1767.359741
DRD24,OUT035,2434.589111
FDI33,OUT049,1409.803711
FDN32,OUT046,2938.139893
FDR16,OUT045,3599.936279
FDF26,OUT046,2413.559326
NCN29,OUT018,600.578064
FDE20,OUT045,2830.120605
FDA46,OUT046,3032.282959
FDU28,OUT045,2887.109131
FDQ48,OUT045,1566.957153
FDV36,OUT013,1999.870605
FDR14,OUT018,645.2295532
FDP23,OUT017,3734.962402
FDP56,OUT013,782.2261963
FDK48,OUT010,264.2375488
FDR48,OUT046,2400.979004
NCY29,OUT049,941.8692017
FDM22,OUT018,628.385498
DRJ01,OUT013,2479.036377
FDZ43,OUT045,3836.918457
FDV03,OUT035,2621.170166
FDX11,OUT027,5199.729492
NCA41,OUT027,5349.833496
FDE38,OUT017,2585.233643
FDI27,OUT018,656.2602539
FDN32,OUT013,2956.608398
NCN43,OUT017,2094.761475
FDB47,OUT027,5456.587402
FDV03,OUT017,2554.781006
NCN30,OUT045,1485.949341
NCV54,OUT010,422.572052
FDV07,OUT013,1639.621948
FDP07,OUT049,2958.494873
FDK48,OUT018,1024.059082
FDM15,OUT019,361.5838013
FDY19,OUT027,2750.118896
FDK46,OUT046,3995.860352
FDY11,OUT045,1129.182373
FDH09,OUT046,818.7798462
FDO08,OUT027,4261.473633
FDU14,OUT013,4058.354492
FDD22,OUT027,3134.108154
FDM27,OUT017,2625.121094
FDL02,OUT027,2502.976807
NCA17,OUT035,2359.647949
FDE38,OUT019,511.0988464
NCG07,OUT049,3147.811279
DRC27,OUT013,3885.009033
FDA27,OUT035,3997.740234
FDW40,OUT045,2345.97998
DRI11,OUT013,1769.543579
FDN50,OUT046,1571.74231
FDR12,OUT046,2876.043701
FDT34,OUT027,2828.307129
FDW11,OUT035,1021.75769
NCO30,OUT027,4597.088379
FDZ34,OUT017,3013.802979
FDU45,OUT017,1949.834229
NCD42,OUT035,700.0986328
FDX25,OUT045,2746.951172
NCR29,OUT046,949.7216797
FDX43,OUT019,503.1130066
FDB04,OUT010,312.2040405
FDR49,OUT027,1419.415039
FDS39,OUT018,2058.489014
FDW58,OUT045,1468.616333
FDG22,OUT019,24.24819565
FDG31,OUT017,938.046936
NCV53,OUT027,5940.596191
DRJ37,OUT035,2499.259277
FDV07,OUT035,1776.462891
FDW52,OUT018,2415.902832
FDT15,OUT045,2946.289063
FDD02,OUT018,1569.72644
FDM16,OUT035,1297.776367
NCE55,OUT046,2644.765381
FDB57,OUT018,3286.749756
FDQ04,OUT013,779.1911621
FDQ47,OUT019,38.10589981
FDY14,OUT019,695.982605
DRK37,OUT017,3218.420654
FDO25,OUT017,3512.47876
FDL57,OUT046,4056.622314
NCK29,OUT018,1793.710938
FDK46,OUT027,6216.062012
NCB43,OUT010,686.2037354
DRE01,OUT027,5925.917969
FDC46,OUT018,2767.19043
FDQ23,OUT045,1615.040649
FDX38,OUT049,812.4917603
FDG60,OUT018,3405.304443
FDW55,OUT017,4110.658203
FDP39,OUT013,771.0178223
FDB20,OUT018,1128.380981
FDV21,OUT017,2055.178223
FDZ02,OUT013,1502.903564
FDP19,OUT027,3308.887451
FDA38,OUT035,3738.691406
FDH22,OUT045,1856.431396
DRM11,OUT045,3857.62207
FDO12,OUT027,5382.405273
FDT14,OUT049,1966.573975
FDW34,OUT010,907.1581421
FDG04,OUT027,4531.501953
FDW59,OUT018,1130.983887
FDR33,OUT018,1464.344482
FDP32,OUT013,1866.453613
FDL13,OUT027,6243.491211
FDD22,OUT013,1823.531738
FDV40,OUT027,1891.454712
NCD55,OUT046,656.6207886
FDQ20,OUT010,37.85990524
FDD28,OUT045,841.7130737
FDC39,OUT045,3620.564453
NCR17,OUT049,1913.971558
DRO35,OUT018,1621.852905
FDF40,OUT049,3969.953857
FDR31,OUT018,2213.721924
NCQ41,OUT017,3196.726563
FDP38,OUT046,793.4071655
NCU54,OUT027,5586.263184
FDG22,OUT018,505.5630798
DRK59,OUT013,3593.914795
FDC37,OUT046,1748.49353
NCO42,OUT013,2343.662354
NCT42,OUT017,2321.563232
FDX27,OUT035,1447.756348
FDV40,OUT018,971.3907471
FDT45,OUT027,1586.393921
FDS47,OUT019,248.3937225
FDR45,OUT035,4049.519287
FDB03,OUT045,3856.607422
FDO49,OUT035,875.1229248
FDU60,OUT027,3384.910156
FDB26,OUT018,642.5813599
FDB46,OUT017,3621.066895
FDQ37,OUT019,575.451355
FDN03,OUT017,4430.283203
NCX30,OUT045,3997.640625
FDK32,OUT019,414.0140991
DRM47,OUT013,2880.018555
NCO02,OUT046,1081.616211
FDP04,OUT013,951.3257446
NCO43,OUT049,1854.799561
FDD59,OUT013,1286.269287
FDQ10,OUT017,3033.922607
FDW45,OUT035,2525.300293
NCK30,OUT049,3979.988281
FDU31,OUT018,3052.199707
NCQ17,OUT019,259.6922607
FDN01,OUT017,2714.695313
FDZ19,OUT049,2781.282227
DRG37,OUT017,2553.154541
FDE32,OUT045,562.5064697
FDO34,OUT049,2810.137695
FDM04,OUT019,137.4717712
FDZ25,OUT049,2920.740967
FDU08,OUT049,1616.317383
NCW30,OUT045,3556.829834
NCM18,OUT013,964.8347168
FDS22,OUT035,724.2020874
NCH18,OUT017,3886.033447
FDC23,OUT013,2904.495117
FDY46,OUT013,2909.681641
NCU06,OUT046,3776.719727
FDX57,OUT045,1532.893555
FDX36,OUT027,5537.98877
FDL16,OUT045,761.3528442
FDT16,OUT010,1089.566406
FDN16,OUT018,1424.254639
FDC03,OUT046,3075.662842
DRF60,OUT013,3889.112549
FDS27,OUT027,5234.933594
FDP33,OUT010,878.5740967
FDJ36,OUT018,1339.975586
NCR42,OUT013,556.3937988
FDV14,OUT017,1317.289185
NCP42,OUT035,3198.827148
FDB50,OUT027,2150.335938
NCC30,OUT027,4478.553711
FDA23,OUT018,1397.368286
FDW16,OUT017,1412.635376
FDQ52,OUT010,595.7196655
FDB58,OUT049,2475.861816
NCP29,OUT049,1079.552734
NCM05,OUT045,3938.779541
FDO25,OUT013,3440.551514
NCM54,OUT046,1978.568604
NCL54,OUT046,2832.963867
FDL39,OUT010,662.0644531
FDF53,OUT018,2665.51001
NCQ42,OUT035,2026.231201
FDF58,OUT013,958.810791
FDZ04,OUT035,1060.708008
FDE26,OUT019,359.82547
FDS60,OUT017,2645.992676
FDV58,OUT017,2719.803467
FDM04,OUT045,834.6071167
FDE08,OUT035,2477.998047
NCB43,OUT049,3136.710205
FDU11,OUT010,479.1905212
FDF22,OUT019,491.1557922
FDE24,OUT013,2337.210693
DRJ49,OUT046,1985.611084
NCQ53,OUT035,4195.775391
NCL41,OUT013,612.7278442
FDR22,OUT013,1819.185181
FDH04,OUT035,1589.763428
DRH15,OUT045,692.5336914
FDY40,OUT049,785.9876709
NCI17,OUT035,1584.443604
NCC18,OUT013,2544.065918
FDY28,OUT027,5647.311035
FDB45,OUT027,2404.002686
NCL30,OUT018,1707.237183
FDM10,OUT017,3630.587402
FDH22,OUT027,3246.720703
NCZ53,OUT017,2994.484131
NCI18,OUT013,3531.325195
FDH14,OUT027,3422.454346
FDR36,OUT027,1153.202393
FDW01,OUT045,2403.564453
FDK02,OUT027,2931.341553
FDJ02,OUT018,2024.095459
FDU55,OUT013,4533.214844
NCV18,OUT027,2465.002686
FDH14,OUT018,1959.095459
FDZ37,OUT045,1368.580688
FDX49,OUT049,3788.850342
NCD43,OUT046,1644.685181
FDZ07,OUT013,942.3936157
FDK43,OUT035,2037.746704
FDR32,OUT018,3136.004395
FDT39,OUT013,2376.140381
NCV54,OUT017,1950.360352
FDF38,OUT018,460.0289917
FDV60,OUT046,2926.44873
FDH44,OUT027,3790.307861
FDS21,OUT046,934.7668457
NCL41,OUT045,629.0367432
FDM46,OUT017,1619.266602
FDU27,OUT045,786.258667
NCJ54,OUT017,3918.053955
DRG51,OUT018,2379.111084
NCA29,OUT019,404.3973694
FDR47,OUT045,2833.873047
NCL19,OUT027,3669.759277
DRG01,OUT049,1209.514038
FDG10,OUT046,1037.292236
NCV05,OUT049,2456.110596
NCH18,OUT019,620.572937
FDV14,OUT018,1110.775024
DRJ23,OUT035,3137.642822
DRJ11,OUT046,2950.972656
FDZ03,OUT017,3174.169434
FDI27,OUT010,109.6547928
FDJ14,OUT018,1180.024902
FDU32,OUT017,1983.20105
FDD47,OUT027,4232.195801
DRF36,OUT035,3326.87915
FDM21,OUT046,3954.901123
FDV10,OUT018,630.1935425
FDH60,OUT018,2691.528564
FDX47,OUT010,513.3052368
FDT19,OUT019,478.4736328
FDO11,OUT045,4122.410156
FDH24,OUT027,4224.609375
FDL02,OUT018,1378.356689
FDB02,OUT049,2841.458008
FDA43,OUT046,2951.834473
FDG52,OUT045,743.4032593
DRC12,OUT013,2915.499512
FDY37,OUT018,1993.353149
NCU18,OUT045,2317.851807
FDU09,OUT035,979.0169067
DRJ25,OUT027,1351.309692
DRE12,OUT018,1694.365356
DRL47,OUT017,1952.658203
DRK01,OUT046,1586.000488
FDC22,OUT019,439.2672119
FDG44,OUT013,936.776123
FDW04,OUT035,1978.533936
FDK09,OUT049,3779.090576
NCN43,OUT035,2113.165771
FDG04,OUT049,3090.993652
FDH32,OUT010,368.4504395
DRI47,OUT017,2562.098877
DRE15,OUT013,1164.984497
FDY11,OUT035,1305.033813
FDO60,OUT049,697.7785034
FDQ20,OUT018,544.211853
FDO57,OUT027,4312.5625
FDT14,OUT019,319.4201965
FDA57,OUT049,705.9067383
DRN35,OUT017,674.9141235
FDJ03,OUT046,810.079895
FDX28,OUT017,1726.932861
DRE25,OUT045,1430.901489
FDR09,OUT046,3750.632568
FDB23,OUT035,3838.375488
FDO08,OUT045,2477.851074
FDQ23,OUT049,1674.192017
FDW04,OUT013,1815.812988
DRK13,OUT010,446.5726318
NCL17,OUT027,3445.150391
FDY21,OUT035,3187.613281
FDJ38,OUT027,5047.759277
FDA37,OUT019,346.7203369
FDV43,OUT013,661.4898682
FDL36,OUT046,1505.844482
FDD53,OUT045,647.0080566
FDZ19,OUT010,505.1418457
FDV21,OUT045,1885.03418
NCL54,OUT018,2627.591797
DRI47,OUT027,3983.316162
DRG03,OUT049,2485.562256
FDG21,OUT013,2348.26709
FDW03,OUT018,1535.860229
NCI55,OUT046,2099.811523
DRC36,OUT019,459.9545593
FDH22,OUT017,1962.471436
FDV20,OUT045,1909.325439
NCU41,OUT027,4639.645996
FDN46,OUT027,2754.749512
FDK50,OUT045,2478.632324
NCA05,OUT027,4211.574707
DRH01,OUT018,2569.616943
FDT08,OUT018,2169.178955
FDM08,OUT018,3239.120605
FDZ07,OUT035,1030.769897
FDS22,OUT017,786.3456421
FDV35,OUT027,3852.473877
FDI28,OUT010,295.0898438
FDW58,OUT027,2539.067383
FDT52,OUT045,3851.797607
FDY34,OUT046,2584.547119
FDR10,OUT046,2595.762451
FDK57,OUT017,1970.970337
FDR02,OUT027,2553.384766
FDX49,OUT046,3539.318604
FDQ20,OUT046,727.6359253
DRK23,OUT045,4064.272461
NCW06,OUT046,3005.339111
FDR31,OUT017,2486.666992
NCE43,OUT013,2844.299072
DRO59,OUT027,2030.607056
FDN09,OUT049,3908.981689
FDR11,OUT046,2535.046143
FDO57,OUT013,2521.521973
NCX18,OUT017,3218.563721
FDB05,OUT018,3462.558594
FDQ08,OUT018,818.7250977
NCG43,OUT035,1513.37915
FDJ56,OUT013,1612.660156
FDA13,OUT010,16.68344498
FDO56,OUT017,1885.280396
FDB37,OUT018,3440.57251
FDZ02,OUT018,1324.762329
FDQ24,OUT046,3858.880859
FDM16,OUT013,1175.247314
FDU35,OUT049,1631.681396
FDT35,OUT035,2712.549561
NCX30,OUT049,3843.184082
FDG04,OUT017,3184.199951
FDI12,OUT035,1443.035645
FDE35,OUT035,1034.658813
NCP14,OUT027,2566.001221
NCY53,OUT045,1656.629272
FDP49,OUT017,913.2205811
FDQ04,OUT017,731.8430176
FDM39,OUT035,2907.986084
FDO58,OUT019,445.3162231
FDC56,OUT017,1924.853027
NCQ54,OUT046,2727.462158
FDV10,OUT027,1237.43396
NCK17,OUT046,651.1467896
NCF55,OUT027,1250.800537
FDV33,OUT013,4092.197754
NCH29,OUT019,348.6552429
FDA37,OUT027,3185.269775
FDH46,OUT018,1464.402832
FDS25,OUT035,1830.159058
FDH04,OUT027,2228.506104
FDX52,OUT046,2991.088623
NCD42,OUT017,666.949707
FDW47,OUT017,2062.445801
FDL25,OUT027,2734.574463
NCJ06,OUT010,479.6694946
FDY09,OUT013,2871.071289
FDS40,OUT046,669.1102905
FDH41,OUT017,3661.711914
FDG38,OUT035,1487.907715
FDU03,OUT027,4726.786133
FDV20,OUT046,1931.977051
DRB13,OUT045,2699.237305
NCQ30,OUT013,1803.318481
NCH06,OUT013,3749.864258
FDU50,OUT018,1654.370972
NCO42,OUT019,417.6876221
FDW09,OUT018,1071.227783
FDH04,OUT013,1406.582642
FDC21,OUT045,1609.094971
FDL21,OUT049,707.112854
FDM46,OUT010,236.5955658
FDT22,OUT019,160.6255188
FDB28,OUT035,3033.309326
FDI12,OUT018,1234.351196
FDA28,OUT045,1958.669922
FDF59,OUT013,1895.1698
FDM45,OUT027,3171.513672
FDQ56,OUT017,1497.28833
FDR46,OUT049,2524.475098
FDT01,OUT013,3265.04834
FDD16,OUT027,2082.856689
NCU30,OUT010,522.9522705
FDM40,OUT010,485.6500244
FDI56,OUT035,1569.599365
NCS30,OUT013,1851.962524
FDU08,OUT017,1669.718872
FDX51,OUT027,5370.067871
FDA43,OUT045,2835.137207
FDX59,OUT010,-10.62296677
FDC37,OUT018,1393.383545
FDP58,OUT013,3371.756836
NCY42,OUT035,2347.966064
FDF21,OUT018,2666.919922
FDU10,OUT027,1142.618652
DRL47,OUT018,1620.496094
FDA58,OUT018,3071.222168
FDJ22,OUT049,3062.990967
FDK50,OUT046,2536.959473
FDO38,OUT035,1296.201904
DRF60,OUT035,3946.418457
NCZ42,OUT019,736.4003906
FDD35,OUT049,1963.46167
FDL25,OUT045,1508.872314
FDJ16,OUT013,892.4239502
DRK59,OUT049,3703.850586
FDI50,OUT046,3831.143799
NCB19,OUT045,1384.317017
DRI37,OUT035,938.859375
FDA14,OUT027,3986.421143
FDC08,OUT018,3272.071045
FDS45,OUT046,1954.284058
FDI21,OUT049,1268.611572
DRJ47,OUT035,2907.712646
DRE37,OUT027,5111.924316
FDT55,OUT018,2364.934082
NCG42,OUT027,3091.30835
FDA31,OUT049,2927.616943
NCW42,OUT046,3601.520508
FDF50,OUT017,3060.137939
FDK56,OUT049,3082.707031
FDX10,OUT035,667.6915283
NCK07,OUT027,4144.416504
FDZ49,OUT017,3716.016602
FDR33,OUT013,1629.700439
FDO44,OUT018,1504.465088
FDA20,OUT046,3059.761719
NCL30,OUT045,1960.715088
FDI05,OUT019,189.0309296
FDQ12,OUT018,3188.579102
FDH47,OUT017,1613.884888
FDH34,OUT018,2757.423096
FDF29,OUT046,2076.334961
FDG40,OUT018,482.4882202
NCE18,OUT017,4174.847168
FDP21,OUT010,650.2311401
FDY50,OUT013,1434.485229
FDB36,OUT049,2056.217041
NCZ29,OUT049,2035.427246
FDU20,OUT018,1600.94458
FDO56,OUT013,1782.255981
FDW31,OUT049,3073.269287
DRH59,OUT013,1133.068115
NCB30,OUT017,3102.261719
FDK43,OUT027,3470.068848
FDW43,OUT045,3746.793457
NCL19,OUT017,2472.591309
FDJ27,OUT046,1592.559692
FDC45,OUT046,2621.239502
FDY40,OUT035,798.0109253
NCM41,OUT035,1508.619019
NCK18,OUT019,510.9373169
FDP37,OUT049,2017.704834
FDA27,OUT027,6579.644043
NCX30,OUT035,3862.577393
FDR09,OUT017,4077.630371
FDG08,OUT027,4749.318359
NCU30,OUT013,2598.616943
FDB16,OUT017,1410.559448
FDM16,OUT017,1293.268677
FDC48,OUT013,1309.171997
NCF18,OUT046,2869.193848
FDU46,OUT018,1218.935303
FDH41,OUT018,3089.202393
NCN42,OUT010,699.4343262
FDU49,OUT046,1340.957642
FDB20,OUT027,2446.05957
FDG50,OUT019,234.2565308
FDW20,OUT045,1859.661133
